Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
11:49:03,1954,0,41.21,41.21,388.33,0,100%,0,0,0
11:49:08,1596,0,50.37,50.37,317.67,0,100%,1,1,1
11:49:13,1550,0,51.94,51.94,308.02,0,100%,2,2,2
11:49:18,1465,0,54.93,54.93,291.29,0,100%,3,3,3
11:49:23,1359,0,51.83,51.83,270.16,0,100%,4,4,4
11:49:28,1292,0,50.67,50.67,290.12,0,100%,5,5,5
11:49:33,1271,0,55.39,55.39,296.28,0,100%,6,6,6
11:49:38,1168,0,52.27,52.27,339.22,0,100%,7,7,7
11:49:43,807,0,39.22,39.22,279.05,0,100%,8,8,8
11:49:48,409,0,20.78,20.78,236.22,0,100%,9,9,9
